LYLTY_CARD_NBR,DATE,STORE_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,PACK_SIZE,BRAND,LIFESTAGE,PREMIUM_CUSTOMER
88282,13/10/2018,88,87629,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,INFUZIONS,YOUNG FAMILIES,Budget
88282,19/11/2018,88,87630,23,Cheezels Cheese 330g,2,11.4,330,CHEEZELS,YOUNG FAMILIES,Budget
88282,18/01/2019,88,87632,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,TYRRELLS,YOUNG FAMILIES,Budget
88282,27/01/2019,88,87633,113,Twisties Chicken270g,2,9.2,270,TWISTIES,YOUNG FAMILIES,Budget
88282,8/03/2019,88,87634,68,Pringles Chicken    Salt Crips 134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Budget
88282,5/05/2019,88,87635,7,Smiths Crinkle      Original 330g,2,11.4,330,SMITHS,YOUNG FAMILIES,Budget
88283,1/07/2018,88,87636,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,165,TYRRELLS,RETIREES,Premium
88283,28/02/2019,88,87637,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,TYRRELLS,RETIREES,Premium
88283,11/05/2019,88,87638,81,Pringles Original   Crisps 134g,2,7.4,134,PRINGLES,RETIREES,Premium
88283,17/06/2019,88,87639,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,RETIREES,Premium
88284,15/08/2018,88,87641,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,OLDER SINGLES/COUPLES,Budget
88284,2/08/2018,88,87640,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,300,OLD,OLDER SINGLES/COUPLES,Budget
88284,29/01/2019,88,87642,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Budget
88284,29/03/2019,88,87643,23,Cheezels Cheese 330g,2,11.4,330,CHEEZELS,OLDER SINGLES/COUPLES,Budget
88284,21/05/2019,88,87644,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,OLDER SINGLES/COUPLES,Budget
88285,17/08/2018,88,87646,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,1,3.8,110,COBS,RETIREES,Mainstream
88285,2/08/2018,88,87645,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,RETIREES,Mainstream
88285,5/01/2019,88,87647,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,TYRRELLS,RETIREES,Mainstream
88285,5/03/2019,88,87648,88,Kettle Honey Soy    Chicken 175g,2,10.8,175,KETTLE,RETIREES,Mainstream
88285,8/03/2019,88,87649,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,RETIREES,Mainstream
88285,25/04/2019,88,87650,23,Cheezels Cheese 330g,2,11.4,330,CHEEZELS,RETIREES,Mainstream
88286,12/07/2018,88,87651,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Premium
88286,18/01/2019,88,87653,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,OLDER SINGLES/COUPLES,Premium
88286,6/06/2019,88,87654,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,OLDER SINGLES/COUPLES,Premium
88286,27/06/2019,88,87655,25,Pringles SourCream  Onion 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Premium
88287,8/10/2018,88,87656,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,MIDAGE SINGLES/COUPLES,Mainstream
88287,19/01/2019,88,87657,34,Pringles Slt Vingar 134g,2,7.4,134,PRINGLES,MIDAGE SINGLES/COUPLES,Mainstream
88287,22/02/2019,88,87658,71,Twisties Cheese     Burger 250g,2,8.6,250,TWISTIES,MIDAGE SINGLES/COUPLES,Mainstream
88287,8/04/2019,88,87659,34,Pringles Slt Vingar 134g,2,7.4,134,PRINGLES,MIDAGE SINGLES/COUPLES,Mainstream
88287,18/06/2019,88,87660,44,Thins Chips Light&  Tangy 175g,2,6.6,175,THINS,MIDAGE SINGLES/COUPLES,Mainstream
88288,18/05/2019,88,87664,34,Pringles Slt Vingar 134g,4,14.8,134,PRINGLES,OLDER SINGLES/COUPLES,Premium
88288,6/12/2018,88,87661,15,Twisties Cheese     270g,2,9.2,270,TWISTIES,OLDER SINGLES/COUPLES,Premium
88288,3/03/2019,88,87662,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,175,KETTLE,OLDER SINGLES/COUPLES,Premium
88288,21/04/2019,88,87663,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,INFUZIONS,OLDER SINGLES/COUPLES,Premium
88288,10/06/2019,88,87665,4,Dorito Corn Chp     Supreme 380g,2,13,380,DORITOS,OLDER SINGLES/COUPLES,Premium
88289,2/07/2018,88,87666,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2,300,OLD,OLDER FAMILIES,Premium
88289,10/07/2018,88,87667,51,Doritos Mexicana    170g,2,8.8,170,DORITOS,OLDER FAMILIES,Premium
88289,15/12/2018,88,87668,36,Kettle Chilli 175g,2,10.8,175,KETTLE,OLDER FAMILIES,Premium
88289,22/03/2019,88,87669,46,Kettle Original 175g,2,10.8,175,KETTLE,OLDER FAMILIES,Premium
88289,25/03/2019,88,87670,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,GRNWVES,OLDER FAMILIES,Premium
88289,2/04/2019,88,87671,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,175,KETTLE,OLDER FAMILIES,Premium
88290,27/09/2018,88,87672,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,INFUZIONS,OLDER FAMILIES,Mainstream
88290,26/06/2019,88,87673,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,OLDER FAMILIES,Mainstream
88291,19/08/2018,88,87674,90,Tostitos Smoked     Chipotle 175g,1,4.4,175,TOSTITOS,RETIREES,Budget
88291,17/09/2018,88,87675,51,Doritos Mexicana    170g,2,8.8,170,DORITOS,RETIREES,Budget
88291,7/01/2019,88,87677,24,Grain Waves         Sweet Chilli 210g,2,7.2,210,GRNWVES,RETIREES,Budget
88291,7/02/2019,88,87678,7,Smiths Crinkle      Original 330g,2,11.4,330,SMITHS,RETIREES,Budget
88291,6/04/2019,88,87679,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,KETTLE,RETIREES,Budget
88291,12/05/2019,88,87680,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,KETTLE,RETIREES,Budget
88292,17/07/2018,88,87681,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,SMITHS,MIDAGE SINGLES/COUPLES,Budget
88292,12/03/2019,88,87682,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,INFUZIONS,MIDAGE SINGLES/COUPLES,Budget
88292,31/03/2019,88,87683,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,COBS,MIDAGE SINGLES/COUPLES,Budget
88292,1/04/2019,88,87684,74,Tostitos Splash Of  Lime 175g,2,8.8,175,TOSTITOS,MIDAGE SINGLES/COUPLES,Budget
88292,9/06/2019,88,87685,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,165,TYRRELLS,MIDAGE SINGLES/COUPLES,Budget
88292,12/06/2019,88,87686,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,KETTLE,MIDAGE SINGLES/COUPLES,Budget
88293,1/09/2018,88,87687,20,Doritos Cheese      Supreme 330g,2,11.4,330,DORITOS,YOUNG FAMILIES,Budget
88293,9/09/2018,88,87688,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Budget
88293,5/10/2018,88,87689,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,COBS,YOUNG FAMILIES,Budget
88293,11/10/2018,88,87690,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,300,OLD,YOUNG FAMILIES,Budget
88293,24/10/2018,88,87691,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,YOUNG FAMILIES,Budget
88293,29/04/2019,88,87692,81,Pringles Original   Crisps 134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Budget
88294,23/07/2018,88,87693,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,KETTLE,OLDER FAMILIES,Budget
88294,22/12/2018,88,87694,36,Kettle Chilli 175g,2,10.8,175,KETTLE,OLDER FAMILIES,Budget
88294,15/01/2019,88,87695,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,OLDER FAMILIES,Budget
88294,10/03/2019,88,87696,88,Kettle Honey Soy    Chicken 175g,2,10.8,175,KETTLE,OLDER FAMILIES,Budget
88294,23/06/2019,88,87697,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,OLDER FAMILIES,Budget
88295,20/01/2019,88,87698,36,Kettle Chilli 175g,2,10.8,175,KETTLE,RETIREES,Budget
88295,29/01/2019,88,87699,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,PRINGLES,RETIREES,Budget
88295,9/04/2019,88,87700,47,Doritos Corn Chips  Original 170g,2,8.8,170,DORITOS,RETIREES,Budget
88295,2/05/2019,88,87701,46,Kettle Original 175g,2,10.8,175,KETTLE,RETIREES,Budget
88296,8/03/2019,88,87703,63,Kettle 135g Swt Pot Sea Salt,2,8.4,135,KETTLE,RETIREES,Mainstream
88297,11/09/2018,88,87704,25,Pringles SourCream  Onion 134g,2,7.4,134,PRINGLES,OLDER FAMILIES,Budget
88297,23/09/2018,88,87705,15,Twisties Cheese     270g,2,9.2,270,TWISTIES,OLDER FAMILIES,Budget
88297,30/11/2018,88,87706,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,INFUZIONS,OLDER FAMILIES,Budget
88298,9/04/2019,88,87707,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,OLDER SINGLES/COUPLES,Budget
88298,24/12/2018,88,87708,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,150,DORITOS,OLDER SINGLES/COUPLES,Budget
88298,16/02/2019,88,87709,23,Cheezels Cheese 330g,2,11.4,330,CHEEZELS,OLDER SINGLES/COUPLES,Budget
88298,10/05/2019,88,87710,20,Doritos Cheese      Supreme 330g,2,11.4,330,DORITOS,OLDER SINGLES/COUPLES,Budget
88298,11/05/2019,88,87711,63,Kettle 135g Swt Pot Sea Salt,2,8.4,135,KETTLE,OLDER SINGLES/COUPLES,Budget
88299,10/08/2018,88,87712,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,KETTLE,RETIREES,Premium
88299,7/11/2018,88,87713,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,330,SMITHS,RETIREES,Premium
88299,21/03/2019,88,87714,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,150,DORITOS,RETIREES,Premium
88299,25/04/2019,88,87715,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,RETIREES,Premium
88300,17/07/2018,88,87716,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,NEW FAMILIES,Premium
88300,2/09/2018,88,87717,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,NEW FAMILIES,Premium
88300,5/09/2018,88,87718,88,Kettle Honey Soy    Chicken 175g,2,10.8,175,KETTLE,NEW FAMILIES,Premium
88300,8/01/2019,88,87719,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,NEW FAMILIES,Premium
88300,15/02/2019,88,87720,36,Kettle Chilli 175g,2,10.8,175,KETTLE,NEW FAMILIES,Premium
88300,18/04/2019,88,87721,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,KETTLE,NEW FAMILIES,Premium
88301,1/08/2018,88,87722,71,Twisties Cheese     Burger 250g,2,8.6,250,TWISTIES,YOUNG SINGLES/COUPLES,Mainstream
88301,12/09/2018,88,87723,15,Twisties Cheese     270g,2,9.2,270,TWISTIES,YOUNG SINGLES/COUPLES,Mainstream
88302,11/08/2018,88,87724,113,Twisties Chicken270g,2,9.2,270,TWISTIES,RETIREES,Premium
88303,6/07/2018,88,87725,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,INFUZIONS,MIDAGE SINGLES/COUPLES,Mainstream
88303,12/10/2018,88,87726,36,Kettle Chilli 175g,2,10.8,175,KETTLE,MIDAGE SINGLES/COUPLES,Mainstream
88303,25/11/2018,88,87727,23,Cheezels Cheese 330g,2,11.4,330,CHEEZELS,MIDAGE SINGLES/COUPLES,Mainstream
88303,21/06/2019,88,87728,81,Pringles Original   Crisps 134g,2,7.4,134,PRINGLES,MIDAGE SINGLES/COUPLES,Mainstream
88304,25/09/2018,88,87729,23,Cheezels Cheese 330g,2,11.4,330,CHEEZELS,RETIREES,Budget
88304,20/11/2018,88,87730,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,RETIREES,Budget
88305,2/09/2018,88,87732,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,PRINGLES,MIDAGE SINGLES/COUPLES,Mainstream
88305,9/11/2018,88,87733,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,300,OLD,MIDAGE SINGLES/COUPLES,Mainstream
88306,4/07/2018,88,87734,36,Kettle Chilli 175g,2,10.8,175,KETTLE,OLDER SINGLES/COUPLES,Premium
88306,23/08/2018,88,87735,47,Doritos Corn Chips  Original 170g,2,8.8,170,DORITOS,OLDER SINGLES/COUPLES,Premium
88306,3/09/2018,88,87736,4,Dorito Corn Chp     Supreme 380g,2,13,380,DORITOS,OLDER SINGLES/COUPLES,Premium
88306,23/12/2018,88,87737,63,Kettle 135g Swt Pot Sea Salt,2,8.4,135,KETTLE,OLDER SINGLES/COUPLES,Premium
88306,2/02/2019,88,87738,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Premium
88306,7/04/2019,88,87739,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,300,OLD,OLDER SINGLES/COUPLES,Premium
88306,5/05/2019,88,87740,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,OLDER SINGLES/COUPLES,Premium
88307,25/07/2018,88,87741,81,Pringles Original   Crisps 134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Budget
88307,8/08/2018,88,87742,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,YOUNG FAMILIES,Budget
88307,3/11/2018,88,87743,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,170,DORITOS,YOUNG FAMILIES,Budget
88307,7/11/2018,88,87744,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Budget
88307,28/03/2019,88,87745,4,Dorito Corn Chp     Supreme 380g,2,13,380,DORITOS,YOUNG FAMILIES,Budget
88307,3/04/2019,88,87748,15,Twisties Cheese     270g,2,9.2,270,TWISTIES,YOUNG FAMILIES,Budget
88307,19/04/2019,88,87746,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,YOUNG FAMILIES,Budget
88307,20/04/2019,88,87747,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Budget
88309,15/08/2018,88,87750,31,Infzns Crn Crnchers Tangy Gcamole 110g,1,3.8,110,INFUZIONS,YOUNG FAMILIES,Budget
88309,14/05/2019,88,87754,3,Kettle Sensations   Camembert & Fig 150g,1,4.6,150,KETTLE,YOUNG FAMILIES,Budget
88309,16/07/2018,88,87749,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Budget
88309,29/09/2018,88,87751,24,Grain Waves         Sweet Chilli 210g,2,7.2,210,GRNWVES,YOUNG FAMILIES,Budget
88309,5/10/2018,88,87752,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,INFUZIONS,YOUNG FAMILIES,Budget
88309,17/04/2019,88,87753,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,300,OLD,YOUNG FAMILIES,Budget
88309,7/06/2019,88,87755,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,TYRRELLS,YOUNG FAMILIES,Budget
88309,7/06/2019,88,87755,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,170,DORITOS,YOUNG FAMILIES,Budget
88310,27/08/2018,88,87756,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,RETIREES,Budget
88310,8/04/2019,88,87757,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,RETIREES,Budget
88310,27/04/2019,88,87758,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,RETIREES,Budget
88310,27/02/2019,88,87759,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,RETIREES,Budget
88311,26/09/2018,88,87760,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,YOUNG SINGLES/COUPLES,Mainstream
88311,4/10/2018,88,87761,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,YOUNG SINGLES/COUPLES,Mainstream
88311,1/11/2018,88,87762,24,Grain Waves         Sweet Chilli 210g,2,7.2,210,GRNWVES,YOUNG SINGLES/COUPLES,Mainstream
88311,13/06/2019,88,87763,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,KETTLE,YOUNG SINGLES/COUPLES,Mainstream
88312,9/10/2018,88,87764,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,OLDER SINGLES/COUPLES,Mainstream
88312,25/03/2019,88,87765,20,Doritos Cheese      Supreme 330g,2,11.4,330,DORITOS,OLDER SINGLES/COUPLES,Mainstream
88312,14/04/2019,88,87766,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,OLDER SINGLES/COUPLES,Mainstream
88312,12/05/2019,88,87767,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Mainstream
88312,29/05/2019,88,87768,44,Thins Chips Light&  Tangy 175g,2,6.6,175,THINS,OLDER SINGLES/COUPLES,Mainstream
88313,30/10/2018,88,87769,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,PRINGLES,MIDAGE SINGLES/COUPLES,Mainstream
88313,13/01/2019,88,87770,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,330,SMITHS,MIDAGE SINGLES/COUPLES,Mainstream
88313,14/02/2019,88,87771,15,Twisties Cheese     270g,2,9.2,270,TWISTIES,MIDAGE SINGLES/COUPLES,Mainstream
88313,28/02/2019,88,87772,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,KETTLE,MIDAGE SINGLES/COUPLES,Mainstream
88313,1/03/2019,88,87773,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,150,DORITOS,MIDAGE SINGLES/COUPLES,Mainstream
88313,5/03/2019,88,87774,71,Twisties Cheese     Burger 250g,2,8.6,250,TWISTIES,MIDAGE SINGLES/COUPLES,Mainstream
88313,13/03/2019,88,87775,63,Kettle 135g Swt Pot Sea Salt,2,8.4,135,KETTLE,MIDAGE SINGLES/COUPLES,Mainstream
88313,15/03/2019,88,87776,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,175,KETTLE,MIDAGE SINGLES/COUPLES,Mainstream
88313,23/05/2019,88,87777,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,MIDAGE SINGLES/COUPLES,Mainstream
88314,9/11/2018,88,87778,81,Pringles Original   Crisps 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Premium
88314,28/04/2019,88,87779,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,OLDER SINGLES/COUPLES,Premium
88314,8/02/2019,88,87780,7,Smiths Crinkle      Original 330g,2,11.4,330,SMITHS,OLDER SINGLES/COUPLES,Premium
88314,22/05/2019,88,87781,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,150,DORITOS,OLDER SINGLES/COUPLES,Premium
88315,2/07/2018,88,87782,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,330,SMITHS,OLDER SINGLES/COUPLES,Premium
88315,2/12/2018,88,87783,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Premium
88315,26/12/2018,88,87784,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,KETTLE,OLDER SINGLES/COUPLES,Premium
88315,7/01/2019,88,87785,81,Pringles Original   Crisps 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Premium
88315,15/03/2019,88,87786,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,COBS,OLDER SINGLES/COUPLES,Premium
88315,8/06/2019,88,87787,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Premium
88316,20/05/2019,88,87790,7,Smiths Crinkle      Original 330g,1,5.7,330,SMITHS,RETIREES,Mainstream
88316,19/09/2018,88,87788,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,RETIREES,Mainstream
88316,1/10/2018,88,87789,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,RETIREES,Mainstream
88317,1/02/2019,88,87791,109,Pringles Barbeque   134g,2,7.4,134,PRINGLES,RETIREES,Budget
88318,11/07/2018,88,87792,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,COBS,YOUNG FAMILIES,Mainstream
88318,28/09/2018,88,87793,68,Pringles Chicken    Salt Crips 134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Mainstream
88318,8/01/2019,88,87794,15,Twisties Cheese     270g,2,9.2,270,TWISTIES,YOUNG FAMILIES,Mainstream
88318,11/01/2019,88,87795,23,Cheezels Cheese 330g,2,11.4,330,CHEEZELS,YOUNG FAMILIES,Mainstream
88318,29/06/2019,88,87796,113,Twisties Chicken270g,2,9.2,270,TWISTIES,YOUNG FAMILIES,Mainstream
88319,23/07/2018,88,87797,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,YOUNG FAMILIES,Mainstream
88319,19/10/2018,88,87798,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Mainstream
88319,25/10/2018,88,87799,63,Kettle 135g Swt Pot Sea Salt,2,8.4,135,KETTLE,YOUNG FAMILIES,Mainstream
88319,28/03/2019,88,87800,78,Thins Chips Salt &  Vinegar 175g,2,6.6,175,THINS,YOUNG FAMILIES,Mainstream
88319,5/04/2019,88,87801,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,150,DORITOS,YOUNG FAMILIES,Mainstream
88319,7/04/2019,88,87802,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2,300,OLD,YOUNG FAMILIES,Mainstream
88319,26/06/2019,88,87803,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,COBS,YOUNG FAMILIES,Mainstream
88320,20/05/2019,88,87811,113,Twisties Chicken270g,2,9.2,270,TWISTIES,MIDAGE SINGLES/COUPLES,Budget
88320,7/07/2018,88,87804,47,Doritos Corn Chips  Original 170g,2,8.8,170,DORITOS,MIDAGE SINGLES/COUPLES,Budget
88320,16/07/2018,88,87805,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,MIDAGE SINGLES/COUPLES,Budget
88320,17/09/2018,88,87806,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2,300,OLD,MIDAGE SINGLES/COUPLES,Budget
88320,29/09/2018,88,87807,74,Tostitos Splash Of  Lime 175g,2,8.8,175,TOSTITOS,MIDAGE SINGLES/COUPLES,Budget
88320,29/10/2018,88,87808,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,MIDAGE SINGLES/COUPLES,Budget
88320,9/11/2018,88,87809,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,300,OLD,MIDAGE SINGLES/COUPLES,Budget
88320,11/04/2019,88,87810,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,MIDAGE SINGLES/COUPLES,Budget
88321,13/08/2018,88,87812,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,KETTLE,NEW FAMILIES,Mainstream
88321,26/04/2019,88,87813,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,NEW FAMILIES,Mainstream
88321,15/06/2019,88,87814,4,Dorito Corn Chp     Supreme 380g,2,13,380,DORITOS,NEW FAMILIES,Mainstream
88322,16/09/2018,88,87815,113,Twisties Chicken270g,2,9.2,270,TWISTIES,YOUNG SINGLES/COUPLES,Mainstream
88322,8/10/2018,88,87816,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,GRNWVES,YOUNG SINGLES/COUPLES,Mainstream
88322,24/01/2019,88,87817,36,Kettle Chilli 175g,2,10.8,175,KETTLE,YOUNG SINGLES/COUPLES,Mainstream
88323,3/07/2018,88,87818,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,300,OLD,OLDER FAMILIES,Premium
88323,17/07/2018,88,87819,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,INFUZIONS,OLDER FAMILIES,Premium
88323,31/07/2018,88,87820,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,THINS,OLDER FAMILIES,Premium
88323,11/10/2018,88,87821,25,Pringles SourCream  Onion 134g,2,7.4,134,PRINGLES,OLDER FAMILIES,Premium
88323,16/11/2018,88,87822,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,170,DORITOS,OLDER FAMILIES,Premium
88323,21/04/2019,88,87823,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,OLDER FAMILIES,Premium
88323,24/06/2019,88,87824,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2,300,OLD,OLDER FAMILIES,Premium
88324,21/10/2018,88,87825,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,OLDER SINGLES/COUPLES,Budget
88324,19/11/2018,88,87826,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,150,DORITOS,OLDER SINGLES/COUPLES,Budget
88324,8/12/2018,88,87827,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,THINS,OLDER SINGLES/COUPLES,Budget
88324,21/12/2018,88,87828,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,OLDER SINGLES/COUPLES,Budget
88324,20/01/2019,88,87829,34,Pringles Slt Vingar 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Budget
88324,5/03/2019,88,87830,62,Pringles Mystery    Flavour 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Budget
88324,28/03/2019,88,87831,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Budget
88324,27/05/2019,88,87832,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Budget
88324,10/06/2019,88,87833,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,175,KETTLE,OLDER SINGLES/COUPLES,Budget
